#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NFKB2	NFKBIA	9606.ENSP00000358983	9606.ENSP00000216797	0	0	0	0.719	0.132	0.925	0.900	0.804	0.994
NFKB2	RELB	9606.ENSP00000358983	9606.ENSP00000221452	0	0	0	0.740	0.799	0.937	0.900	0.956	0.998
NFKB2	TRAF2	9606.ENSP00000358983	9606.ENSP00000247668	0	0	0	0	0.062	0.099	0.900	0.495	0.951
NFKB2	RIPK1	9606.ENSP00000358983	9606.ENSP00000259808	0	0	0	0	0.084	0.125	0.900	0.473	0.952
NFKB2	TRAF5	9606.ENSP00000358983	9606.ENSP00000261464	0	0	0	0	0.062	0.099	0	0.512	0.552
NFKB2	TNFRSF13C	9606.ENSP00000358983	9606.ENSP00000291232	0	0	0	0	0	0	0	0.647	0.647
NFKB2	VCAM1	9606.ENSP00000358983	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.390	0.402
NFKB2	TRIM25	9606.ENSP00000358983	9606.ENSP00000323889	0	0	0	0	0.091	0.079	0.900	0.112	0.915
NFKB2	TRADD	9606.ENSP00000358983	9606.ENSP00000341268	0	0	0	0	0.108	0	0	0.481	0.518
NFKB2	UBE2I	9606.ENSP00000358983	9606.ENSP00000348056	0	0	0	0	0	0.130	0.900	0.146	0.919
NFKB2	TAB2	9606.ENSP00000358983	9606.ENSP00000356426	0	0	0	0	0.059	0	0	0.623	0.630
NFKB2	PTGS2	9606.ENSP00000358983	9606.ENSP00000356438	0	0	0	0	0.088	0	0	0.463	0.489
NFKB2	TNFSF11	9606.ENSP00000358983	9606.ENSP00000381775	0	0	0	0	0.061	0	0	0.473	0.483
NFKB2	TLR4	9606.ENSP00000358983	9606.ENSP00000363089	0	0	0	0	0.061	0.070	0	0.577	0.599
NFKB2	TRAF1	9606.ENSP00000358983	9606.ENSP00000362994	0	0	0	0	0.158	0.099	0	0.589	0.661
NFKB2	TNFSF13B	9606.ENSP00000358983	9606.ENSP00000365048	0	0	0	0	0	0	0	0.669	0.669
NFKB2	TRAF3	9606.ENSP00000358983	9606.ENSP00000454207	0	0	0	0	0.083	0.157	0	0.710	0.757
NFKB2	TNFAIP3	9606.ENSP00000358983	9606.ENSP00000481570	0	0	0	0	0.173	0.372	0	0.592	0.770
NFKB2	TNF	9606.ENSP00000358983	9606.ENSP00000398698	0	0	0	0	0.117	0	0	0.786	0.803
NFKB2	RELA	9606.ENSP00000358983	9606.ENSP00000384273	0	0	0	0.786	0.129	0.472	0.900	0.941	0.960
NFKBIA	TNFRSF1A	9606.ENSP00000216797	9606.ENSP00000162749	0	0	0	0	0.061	0	0.900	0.560	0.955
NFKBIA	TAB1	9606.ENSP00000216797	9606.ENSP00000216160	0	0	0	0	0.063	0.103	0.900	0.392	0.942
NFKBIA	TRAF5	9606.ENSP00000216797	9606.ENSP00000261464	0	0	0	0	0	0.099	0	0.387	0.424
NFKBIA	TRAF3	9606.ENSP00000216797	9606.ENSP00000454207	0	0	0	0	0.063	0.099	0	0.441	0.487
NFKBIA	VCAM1	9606.ENSP00000216797	9606.ENSP00000294728	0	0	0	0	0	0	0	0.531	0.531
NFKBIA	TRADD	9606.ENSP00000216797	9606.ENSP00000341268	0	0	0	0	0.069	0	0	0.596	0.608
NFKBIA	TLR4	9606.ENSP00000216797	9606.ENSP00000363089	0	0	0	0	0.061	0.070	0	0.629	0.647
NFKBIA	TNFSF11	9606.ENSP00000216797	9606.ENSP00000381775	0	0	0	0	0	0.667	0	0.354	0.775
NFKBIA	PTGS2	9606.ENSP00000216797	9606.ENSP00000356438	0	0	0	0	0.076	0	0	0.794	0.801
NFKBIA	TRIM25	9606.ENSP00000216797	9606.ENSP00000323889	0	0	0	0	0.061	0.079	0.900	0.090	0.910
NFKBIA	TAB3	9606.ENSP00000216797	9606.ENSP00000368215	0	0	0	0	0	0	0.900	0.167	0.913
NFKBIA	PRKCB	9606.ENSP00000216797	9606.ENSP00000305355	0	0	0	0	0	0.059	0.900	0.216	0.919
NFKBIA	TNFAIP3	9606.ENSP00000216797	9606.ENSP00000481570	0	0	0	0	0.742	0.148	0	0.692	0.926
NFKBIA	RIPK1	9606.ENSP00000216797	9606.ENSP00000259808	0	0	0	0	0	0.125	0.900	0.346	0.937
NFKBIA	TAB2	9606.ENSP00000216797	9606.ENSP00000356426	0	0	0	0	0	0	0.900	0.436	0.941
NFKBIA	TRAF2	9606.ENSP00000216797	9606.ENSP00000247668	0	0	0	0	0.055	0.099	0.900	0.447	0.946
NFKBIA	RELB	9606.ENSP00000216797	9606.ENSP00000221452	0	0.001	0	0	0.160	0.674	0.540	0.669	0.952
NFKBIA	TRAF1	9606.ENSP00000216797	9606.ENSP00000362994	0	0	0	0	0.106	0.099	0.900	0.538	0.957
NFKBIA	SYK	9606.ENSP00000216797	9606.ENSP00000364907	0	0	0	0	0.061	0.125	0.900	0.544	0.957
NFKBIA	UBE2I	9606.ENSP00000216797	9606.ENSP00000348056	0	0	0	0	0.061	0.505	0.900	0.388	0.967
NFKBIA	TNF	9606.ENSP00000216797	9606.ENSP00000398698	0	0	0	0	0.152	0.379	0.900	0.874	0.992
NFKBIA	RELA	9606.ENSP00000216797	9606.ENSP00000384273	0	0.003	0	0	0.084	0.953	0.900	0.770	0.998
PARP1	RIPK1	9606.ENSP00000355759	9606.ENSP00000259808	0	0	0	0	0.063	0.057	0	0.441	0.462
PARP1	PIAS4	9606.ENSP00000355759	9606.ENSP00000262971	0	0	0	0	0.064	0.354	0.900	0.415	0.959
PARP1	UBE2I	9606.ENSP00000355759	9606.ENSP00000348056	0	0	0	0	0.064	0.379	0.900	0.215	0.948
PARP1	TNF	9606.ENSP00000355759	9606.ENSP00000398698	0	0	0	0	0	0	0	0.447	0.447
PARP1	RELA	9606.ENSP00000355759	9606.ENSP00000384273	0	0	0	0	0	0.379	0	0.616	0.751
PIAS4	TICAM1	9606.ENSP00000262971	9606.ENSP00000248244	0	0	0	0	0	0.379	0	0.191	0.476
PIAS4	PIDD1	9606.ENSP00000262971	9606.ENSP00000337797	0	0	0	0	0.062	0.051	0	0.407	0.426
PIAS4	RELA	9606.ENSP00000262971	9606.ENSP00000384273	0	0	0	0	0	0.472	0	0.268	0.597
PIAS4	UBE2I	9606.ENSP00000262971	9606.ENSP00000348056	0	0	0	0	0.065	0.807	0.900	0.830	0.996
PIDD1	TNFRSF1A	9606.ENSP00000337797	9606.ENSP00000162749	0	0	0	0	0.061	0	0.900	0.292	0.927
PIDD1	RELB	9606.ENSP00000337797	9606.ENSP00000221452	0	0	0	0	0	0.260	0	0.286	0.449
PIDD1	TRAF2	9606.ENSP00000337797	9606.ENSP00000247668	0	0	0	0	0	0.159	0.900	0.158	0.923
PIDD1	RIPK1	9606.ENSP00000337797	9606.ENSP00000259808	0	0	0	0.545	0.061	0.472	0.900	0.527	0.958
PIDD1	TNF	9606.ENSP00000337797	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.222	0.918
PIDD1	TRADD	9606.ENSP00000337797	9606.ENSP00000341268	0	0	0	0	0.077	0.061	0.900	0.532	0.954
PLAU	VCAM1	9606.ENSP00000361850	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.443	0.455
PLAU	PTGS2	9606.ENSP00000361850	9606.ENSP00000356438	0	0	0	0	0.102	0.057	0	0.481	0.522
PLAU	TNF	9606.ENSP00000361850	9606.ENSP00000398698	0	0	0	0	0.061	0	0	0.678	0.685
PLCG1	TRIM25	9606.ENSP00000244007	9606.ENSP00000323889	0	0	0	0	0	0	0.900	0	0.900
PLCG1	PRKCQ	9606.ENSP00000244007	9606.ENSP00000263125	0	0	0	0	0	0.129	0.800	0.513	0.907
PLCG1	PRKCB	9606.ENSP00000244007	9606.ENSP00000305355	0	0	0	0	0.062	0.082	0.900	0.356	0.937
PLCG1	PLCG2	9606.ENSP00000244007	9606.ENSP00000482457	0	0	0	0.940	0	0.513	0.900	0.736	0.951
PLCG1	ZAP70	9606.ENSP00000244007	9606.ENSP00000264972	0	0	0	0.553	0.063	0.848	0.900	0.796	0.990
PLCG1	SYK	9606.ENSP00000244007	9606.ENSP00000364907	0	0	0	0.556	0.063	0.974	0.900	0.786	0.998
PLCG2	ZAP70	9606.ENSP00000482457	9606.ENSP00000264972	0	0	0	0	0.064	0.733	0.900	0.435	0.983
PLCG2	PRKCB	9606.ENSP00000482457	9606.ENSP00000305355	0	0	0	0	0.069	0.082	0.900	0.447	0.946
PLCG2	TLR4	9606.ENSP00000482457	9606.ENSP00000363089	0	0	0	0	0	0.050	0.900	0.222	0.919
PLCG2	SYK	9606.ENSP00000482457	9606.ENSP00000364907	0	0	0	0.548	0.238	0.827	0.900	0.873	0.991
PRKCB	TNFRSF1A	9606.ENSP00000305355	9606.ENSP00000162749	0	0	0	0	0	0.379	0	0.123	0.432
PRKCB	PRKCQ	9606.ENSP00000305355	9606.ENSP00000263125	0	0	0	0.891	0.090	0	0.900	0.513	0.910
PRKCB	TNFSF11	9606.ENSP00000305355	9606.ENSP00000381775	0	0	0	0	0	0	0	0.428	0.428
PRKCB	RELA	9606.ENSP00000305355	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.222	0.918
PRKCQ	TAB1	9606.ENSP00000263125	9606.ENSP00000216160	0	0	0	0	0	0.219	0.900	0.145	0.927
PRKCQ	TNFRSF13C	9606.ENSP00000263125	9606.ENSP00000291232	0	0	0	0	0	0	0	0.416	0.416
PRKCQ	TNFAIP3	9606.ENSP00000263125	9606.ENSP00000481570	0	0	0	0	0	0	0	0.519	0.519
PRKCQ	TRAF1	9606.ENSP00000263125	9606.ENSP00000362994	0	0	0	0	0.063	0	0	0.513	0.524
PRKCQ	TAB3	9606.ENSP00000263125	9606.ENSP00000368215	0	0	0	0	0.061	0	0.900	0	0.902
PRKCQ	TAB2	9606.ENSP00000263125	9606.ENSP00000356426	0	0	0	0	0.063	0	0.900	0	0.902
PRKCQ	ZAP70	9606.ENSP00000263125	9606.ENSP00000264972	0	0	0	0.560	0.101	0.071	0.900	0.452	0.926
PTGS2	TNFRSF1A	9606.ENSP00000356438	9606.ENSP00000162749	0	0	0	0	0.084	0	0	0.473	0.496
PTGS2	RELB	9606.ENSP00000356438	9606.ENSP00000221452	0	0	0	0	0.076	0	0	0.482	0.501
PTGS2	VCAM1	9606.ENSP00000356438	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.778	0.783
PTGS2	TNFAIP3	9606.ENSP00000356438	9606.ENSP00000481570	0	0	0	0	0.171	0	0	0.404	0.485
PTGS2	RELA	9606.ENSP00000356438	9606.ENSP00000384273	0	0	0	0	0	0	0	0.558	0.558
PTGS2	TNFSF11	9606.ENSP00000356438	9606.ENSP00000381775	0	0	0	0	0	0	0	0.727	0.727
PTGS2	TLR4	9606.ENSP00000356438	9606.ENSP00000363089	0	0	0	0	0.140	0	0	0.816	0.835
PTGS2	TNF	9606.ENSP00000356438	9606.ENSP00000398698	0	0	0	0	0.096	0	0	0.921	0.926
RELA	TNFRSF1A	9606.ENSP00000384273	9606.ENSP00000162749	0	0	0	0	0.064	0	0.900	0.615	0.960
RELA	TAB1	9606.ENSP00000384273	9606.ENSP00000216160	0	0	0	0	0.094	0	0.900	0.448	0.945
RELA	RELB	9606.ENSP00000384273	9606.ENSP00000221452	0	0	0	0.844	0.120	0.691	0.900	0.958	0.974
RELA	TRAF2	9606.ENSP00000384273	9606.ENSP00000247668	0	0	0	0	0.067	0	0.900	0.486	0.947
RELA	RIPK1	9606.ENSP00000384273	9606.ENSP00000259808	0	0	0	0	0.062	0	0.900	0.499	0.948
RELA	TRAF5	9606.ENSP00000384273	9606.ENSP00000261464	0	0	0	0	0	0	0	0.477	0.477
RELA	TNFRSF13C	9606.ENSP00000384273	9606.ENSP00000291232	0	0	0	0	0	0	0	0.442	0.442
RELA	VCAM1	9606.ENSP00000384273	9606.ENSP00000294728	0	0	0	0	0	0.281	0	0.481	0.610
RELA	TRIM25	9606.ENSP00000384273	9606.ENSP00000323889	0	0	0	0	0.106	0	0.900	0.162	0.918
RELA	TRADD	9606.ENSP00000384273	9606.ENSP00000341268	0	0	0	0	0.088	0	0.900	0.515	0.951
RELA	UBE2I	9606.ENSP00000384273	9606.ENSP00000348056	0	0	0	0	0	0	0.900	0.213	0.917
RELA	TAB2	9606.ENSP00000384273	9606.ENSP00000356426	0	0	0	0	0	0	0.900	0.486	0.946
RELA	TRAF1	9606.ENSP00000384273	9606.ENSP00000362994	0	0	0	0	0.082	0	0.900	0.532	0.953
RELA	TLR4	9606.ENSP00000384273	9606.ENSP00000363089	0	0	0	0	0	0.082	0.800	0.659	0.931
RELA	SYK	9606.ENSP00000384273	9606.ENSP00000364907	0	0	0	0	0.061	0	0.900	0.582	0.957
RELA	TNFSF13B	9606.ENSP00000384273	9606.ENSP00000365048	0	0	0	0	0	0	0	0.526	0.526
RELA	TAB3	9606.ENSP00000384273	9606.ENSP00000368215	0	0	0	0	0.061	0	0.900	0.382	0.936
RELA	TNFSF11	9606.ENSP00000384273	9606.ENSP00000381775	0	0	0	0	0	0	0	0.452	0.452
RELA	TRAF3	9606.ENSP00000384273	9606.ENSP00000454207	0	0	0	0	0	0	0	0.583	0.583
RELA	TNFAIP3	9606.ENSP00000384273	9606.ENSP00000481570	0	0	0	0	0.091	0.328	0	0.542	0.696
RELA	TNF	9606.ENSP00000384273	9606.ENSP00000398698	0	0	0	0	0	0.428	0.900	0.849	0.990
RELB	TNFRSF1A	9606.ENSP00000221452	9606.ENSP00000162749	0	0	0	0	0.071	0	0	0.583	0.596
RELB	VCAM1	9606.ENSP00000221452	9606.ENSP00000294728	0	0	0	0	0	0	0	0.411	0.411
RELB	TAB2	9606.ENSP00000221452	9606.ENSP00000356426	0	0	0	0	0	0	0	0.447	0.447
RELB	TRAF5	9606.ENSP00000221452	9606.ENSP00000261464	0	0	0	0	0.061	0	0	0.477	0.487
RELB	RIPK1	9606.ENSP00000221452	9606.ENSP00000259808	0	0	0	0	0.074	0.102	0	0.448	0.500
RELB	TRAF2	9606.ENSP00000221452	9606.ENSP00000247668	0	0	0	0	0.063	0	0	0.489	0.500
RELB	TRADD	9606.ENSP00000221452	9606.ENSP00000341268	0	0	0	0	0.119	0	0	0.506	0.547
RELB	TNFRSF13C	9606.ENSP00000221452	9606.ENSP00000291232	0	0	0	0	0	0	0	0.558	0.558
RELB	TLR4	9606.ENSP00000221452	9606.ENSP00000363089	0	0	0	0	0.064	0	0	0.579	0.589
RELB	TRAF1	9606.ENSP00000221452	9606.ENSP00000362994	0	0	0	0	0.174	0	0	0.553	0.615
RELB	TNFAIP3	9606.ENSP00000221452	9606.ENSP00000481570	0	0	0	0	0.230	0	0	0.566	0.652
RELB	TNFSF13B	9606.ENSP00000221452	9606.ENSP00000365048	0	0	0	0	0	0	0	0.655	0.655
RELB	TRAF3	9606.ENSP00000221452	9606.ENSP00000454207	0	0	0	0	0.078	0	0	0.683	0.695
RELB	TNFSF11	9606.ENSP00000221452	9606.ENSP00000381775	0	0	0	0	0	0	0	0.705	0.706
RELB	TNF	9606.ENSP00000221452	9606.ENSP00000398698	0	0	0	0	0.151	0	0	0.686	0.722
RIPK1	TNFRSF1A	9606.ENSP00000259808	9606.ENSP00000162749	0	0	0	0	0.081	0.460	0.900	0.738	0.985
RIPK1	TAB1	9606.ENSP00000259808	9606.ENSP00000216160	0	0	0	0	0.064	0.161	0.900	0.483	0.953
RIPK1	TRAF2	9606.ENSP00000259808	9606.ENSP00000247668	0	0	0	0	0.059	0.993	0.900	0.749	0.999
RIPK1	TICAM1	9606.ENSP00000259808	9606.ENSP00000248244	0	0	0	0	0.070	0.472	0.900	0.700	0.983
RIPK1	TIRAP	9606.ENSP00000259808	9606.ENSP00000376445	0	0	0	0	0.061	0.050	0	0.440	0.456
RIPK1	TRIM25	9606.ENSP00000259808	9606.ENSP00000323889	0	0	0	0	0.065	0.064	0.900	0.254	0.925
RIPK1	TICAM2	9606.ENSP00000259808	9606.ENSP00000415139	0	0	0	0	0	0.262	0.900	0.273	0.941
RIPK1	TRAF5	9606.ENSP00000259808	9606.ENSP00000261464	0	0	0	0	0.059	0.338	0.800	0.600	0.943
RIPK1	TAB3	9606.ENSP00000259808	9606.ENSP00000368215	0	0	0	0	0	0.083	0.900	0.545	0.954
RIPK1	TLR4	9606.ENSP00000259808	9606.ENSP00000363089	0	0	0	0	0.060	0.268	0.900	0.576	0.966
RIPK1	TNFAIP3	9606.ENSP00000259808	9606.ENSP00000481570	0	0	0	0	0.095	0.436	0.900	0.473	0.969
RIPK1	TRAF1	9606.ENSP00000259808	9606.ENSP00000362994	0	0	0	0	0.083	0.394	0.900	0.523	0.970
RIPK1	TRAF3	9606.ENSP00000259808	9606.ENSP00000454207	0	0	0	0	0.059	0.370	0.900	0.646	0.976
RIPK1	TNF	9606.ENSP00000259808	9606.ENSP00000398698	0	0	0	0	0.061	0.993	0.900	0.781	0.999
RIPK1	TAB2	9606.ENSP00000259808	9606.ENSP00000356426	0	0	0	0	0.061	0.993	0.900	0.646	0.999
RIPK1	TRADD	9606.ENSP00000259808	9606.ENSP00000341268	0	0	0	0	0.069	0.993	0.900	0.887	0.999
SYK	TNFRSF1A	9606.ENSP00000364907	9606.ENSP00000162749	0	0	0	0	0.061	0.441	0	0.292	0.596
SYK	TICAM1	9606.ENSP00000364907	9606.ENSP00000248244	0	0	0	0	0.061	0.430	0	0.499	0.709
SYK	ZAP70	9606.ENSP00000364907	9606.ENSP00000264972	0	0	0	0.955	0.070	0	0.900	0.860	0.906
SYK	TNFRSF13C	9606.ENSP00000364907	9606.ENSP00000291232	0	0	0	0	0.084	0	0	0.412	0.438
SYK	TLR4	9606.ENSP00000364907	9606.ENSP00000363089	0	0	0	0	0.124	0.460	0	0.821	0.908
SYK	TNFSF11	9606.ENSP00000364907	9606.ENSP00000381775	0	0	0	0	0.061	0	0	0.459	0.471
SYK	TNFSF13B	9606.ENSP00000364907	9606.ENSP00000365048	0	0	0	0	0.139	0	0	0.517	0.566
SYK	TRAF3	9606.ENSP00000364907	9606.ENSP00000454207	0	0	0	0	0.059	0.434	0	0.330	0.612
SYK	TNF	9606.ENSP00000364907	9606.ENSP00000398698	0	0	0	0	0.116	0.050	0	0.597	0.633
TAB1	TNFRSF1A	9606.ENSP00000216160	9606.ENSP00000162749	0	0	0	0	0.061	0	0.900	0.511	0.950
TAB1	TRAF1	9606.ENSP00000216160	9606.ENSP00000362994	0	0	0	0	0.061	0.116	0	0.430	0.485
TAB1	TRAF3	9606.ENSP00000216160	9606.ENSP00000454207	0	0	0	0	0.060	0.116	0	0.549	0.593
TAB1	TIRAP	9606.ENSP00000216160	9606.ENSP00000376445	0	0	0	0	0	0.313	0	0.616	0.725
TAB1	TRAF5	9606.ENSP00000216160	9606.ENSP00000261464	0	0	0	0	0	0.116	0.600	0.517	0.814
TAB1	TNFAIP3	9606.ENSP00000216160	9606.ENSP00000481570	0	0	0	0	0	0	0.900	0.210	0.917
TAB1	TICAM2	9606.ENSP00000216160	9606.ENSP00000415139	0	0	0	0	0	0	0.900	0.270	0.923
TAB1	TICAM1	9606.ENSP00000216160	9606.ENSP00000248244	0	0	0	0	0.076	0	0.900	0.359	0.935
TAB1	TRADD	9606.ENSP00000216160	9606.ENSP00000341268	0	0	0	0	0.065	0	0.900	0.563	0.955
TAB1	TLR4	9606.ENSP00000216160	9606.ENSP00000363089	0	0	0	0	0	0.181	0.900	0.534	0.958
TAB1	TNF	9606.ENSP00000216160	9606.ENSP00000398698	0	0	0	0	0	0.369	0.900	0.504	0.965
TAB1	TRAF2	9606.ENSP00000216160	9606.ENSP00000247668	0	0	0	0	0.045	0.485	0.900	0.384	0.965
TAB1	TAB3	9606.ENSP00000216160	9606.ENSP00000368215	0	0	0	0	0	0.860	0.900	0.790	0.996
TAB1	TAB2	9606.ENSP00000216160	9606.ENSP00000356426	0	0	0	0	0	0.860	0.900	0.930	0.998
TAB2	TNFRSF1A	9606.ENSP00000356426	9606.ENSP00000162749	0	0	0	0	0	0	0.900	0.559	0.954
TAB2	TRAF2	9606.ENSP00000356426	9606.ENSP00000247668	0	0	0	0	0	0.437	0.900	0.488	0.968
TAB2	TICAM1	9606.ENSP00000356426	9606.ENSP00000248244	0	0	0	0	0	0	0.900	0.421	0.939
TAB2	TRAF5	9606.ENSP00000356426	9606.ENSP00000261464	0	0	0	0	0	0.132	0.600	0.606	0.851
TAB2	TRIM25	9606.ENSP00000356426	9606.ENSP00000323889	0	0	0	0	0	0.083	0	0.425	0.450
TAB2	TRADD	9606.ENSP00000356426	9606.ENSP00000341268	0	0	0	0	0.055	0	0.900	0.639	0.962
TAB2	UBE2I	9606.ENSP00000356426	9606.ENSP00000348056	0	0	0	0	0	0.379	0	0.192	0.477
TAB2	TRAF1	9606.ENSP00000356426	9606.ENSP00000362994	0	0	0	0	0	0.132	0	0.417	0.472
TAB2	TNFRSF11A	9606.ENSP00000356426	9606.ENSP00000465500	0	0	0	0	0	0.379	0	0.190	0.475
TAB2	TIRAP	9606.ENSP00000356426	9606.ENSP00000376445	0	0	0	0	0	0.124	0	0.570	0.607
TAB2	TRAF3	9606.ENSP00000356426	9606.ENSP00000454207	0	0	0	0	0.062	0.132	0	0.584	0.632
TAB2	TICAM2	9606.ENSP00000356426	9606.ENSP00000415139	0	0	0	0	0	0	0.900	0.253	0.922
TAB2	TNFAIP3	9606.ENSP00000356426	9606.ENSP00000481570	0	0	0	0	0.049	0.185	0.900	0.367	0.944
TAB2	TLR4	9606.ENSP00000356426	9606.ENSP00000363089	0	0	0	0	0	0.058	0.900	0.557	0.954
TAB2	TAB3	9606.ENSP00000356426	9606.ENSP00000368215	0	0	0	0.824	0.127	0.860	0.900	0.912	0.988
TAB2	TNF	9606.ENSP00000356426	9606.ENSP00000398698	0	0	0	0	0	0.993	0.900	0.524	0.999
TAB3	TNFRSF1A	9606.ENSP00000368215	9606.ENSP00000162749	0	0	0	0	0	0	0.900	0.450	0.942
TAB3	TRAF2	9606.ENSP00000368215	9606.ENSP00000247668	0	0	0	0	0	0.415	0.900	0.419	0.963
TAB3	TICAM1	9606.ENSP00000368215	9606.ENSP00000248244	0	0	0	0	0	0	0.900	0.410	0.938
TAB3	TRAF5	9606.ENSP00000368215	9606.ENSP00000261464	0	0	0	0	0	0.132	0.600	0.537	0.825
TAB3	TRIM25	9606.ENSP00000368215	9606.ENSP00000323889	0	0	0	0	0	0.083	0	0.381	0.409
TAB3	TRADD	9606.ENSP00000368215	9606.ENSP00000341268	0	0	0	0	0.060	0	0.900	0.577	0.956
TAB3	TLR4	9606.ENSP00000368215	9606.ENSP00000363089	0	0	0	0	0	0.058	0.900	0.442	0.942
TAB3	TIRAP	9606.ENSP00000368215	9606.ENSP00000376445	0	0	0	0	0	0	0	0.508	0.508
TAB3	TRAF3	9606.ENSP00000368215	9606.ENSP00000454207	0	0	0	0	0.060	0.132	0	0.541	0.593
TAB3	TICAM2	9606.ENSP00000368215	9606.ENSP00000415139	0	0	0	0	0	0	0.900	0.218	0.918
TAB3	TNFAIP3	9606.ENSP00000368215	9606.ENSP00000481570	0	0	0	0	0.061	0.157	0.900	0.234	0.931
TAB3	TNF	9606.ENSP00000368215	9606.ENSP00000398698	0	0	0	0	0	0.066	0.900	0.420	0.941
TICAM1	TNFRSF1A	9606.ENSP00000248244	9606.ENSP00000162749	0	0	0	0	0.088	0	0	0.398	0.427
TICAM1	TRAF2	9606.ENSP00000248244	9606.ENSP00000247668	0	0	0	0	0.061	0.694	0	0.116	0.724
TICAM1	TRIM25	9606.ENSP00000248244	9606.ENSP00000323889	0	0	0	0	0.080	0	0	0.388	0.412
TICAM1	TRADD	9606.ENSP00000248244	9606.ENSP00000341268	0	0	0	0	0.207	0	0	0.323	0.440
TICAM1	TRAF5	9606.ENSP00000248244	9606.ENSP00000261464	0	0	0	0	0	0.420	0	0.167	0.496
TICAM1	TNF	9606.ENSP00000248244	9606.ENSP00000398698	0	0	0	0	0.097	0	0	0.473	0.503
TICAM1	TNFAIP3	9606.ENSP00000248244	9606.ENSP00000481570	0	0	0	0	0.139	0.379	0	0.194	0.531
TICAM1	TRAF1	9606.ENSP00000248244	9606.ENSP00000362994	0	0	0	0	0.140	0.476	0	0.256	0.635
TICAM1	TIRAP	9606.ENSP00000248244	9606.ENSP00000376445	0	0	0	0	0.061	0.305	0	0.755	0.826
TICAM1	TICAM2	9606.ENSP00000248244	9606.ENSP00000415139	0	0	0	0.668	0.076	0.379	0.900	0.833	0.954
TICAM1	TRAF3	9606.ENSP00000248244	9606.ENSP00000454207	0	0	0	0	0.076	0.876	0.900	0.724	0.996
TICAM1	TLR4	9606.ENSP00000248244	9606.ENSP00000363089	0	0	0	0	0.069	0.876	0.900	0.709	0.996
TICAM2	TRAF5	9606.ENSP00000415139	9606.ENSP00000261464	0	0	0	0	0.061	0.187	0	0.436	0.531
TICAM2	TLR4	9606.ENSP00000415139	9606.ENSP00000363089	0	0	0	0	0.088	0.436	0.900	0.731	0.984
TICAM2	TIRAP	9606.ENSP00000415139	9606.ENSP00000376445	0	0	0	0	0	0.354	0	0.794	0.861
TICAM2	TRAF3	9606.ENSP00000415139	9606.ENSP00000454207	0	0	0	0	0	0.187	0.900	0.497	0.955
TIRAP	TLR4	9606.ENSP00000376445	9606.ENSP00000363089	0	0	0	0	0	0.448	0.900	0.882	0.992
TIRAP	TNF	9606.ENSP00000376445	9606.ENSP00000398698	0	0	0	0	0	0	0	0.567	0.567
TIRAP	TRAF3	9606.ENSP00000376445	9606.ENSP00000454207	0	0	0	0	0	0	0	0.592	0.592
TLR4	TNFRSF1A	9606.ENSP00000363089	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.670	0.676
TLR4	TRAF2	9606.ENSP00000363089	9606.ENSP00000247668	0	0	0	0	0	0.079	0	0.424	0.447
TLR4	TRAF5	9606.ENSP00000363089	9606.ENSP00000261464	0	0	0	0	0.061	0.079	0	0.449	0.482
TLR4	ZAP70	9606.ENSP00000363089	9606.ENSP00000264972	0	0	0	0	0.063	0.131	0	0.349	0.423
TLR4	TNFRSF13C	9606.ENSP00000363089	9606.ENSP00000291232	0	0	0	0	0	0	0	0.421	0.420
TLR4	VCAM1	9606.ENSP00000363089	9606.ENSP00000294728	0	0	0	0	0.164	0	0	0.641	0.687
TLR4	TRADD	9606.ENSP00000363089	9606.ENSP00000341268	0	0	0	0	0.062	0.268	0	0.473	0.606
TLR4	TRAF1	9606.ENSP00000363089	9606.ENSP00000362994	0	0	0	0	0.088	0.079	0	0.462	0.509
TLR4	TNFAIP3	9606.ENSP00000363089	9606.ENSP00000481570	0	0	0	0	0.077	0	0	0.510	0.528
TLR4	TNFSF13B	9606.ENSP00000363089	9606.ENSP00000365048	0	0	0	0	0.137	0	0	0.579	0.621
TLR4	TNFSF11	9606.ENSP00000363089	9606.ENSP00000381775	0	0	0	0	0.062	0	0	0.706	0.712
TLR4	TNF	9606.ENSP00000363089	9606.ENSP00000398698	0	0	0	0	0.082	0	0	0.955	0.957
TLR4	TRAF3	9606.ENSP00000363089	9606.ENSP00000454207	0	0	0	0	0	0.826	0.900	0.681	0.993
TNF	TNFRSF1A	9606.ENSP00000398698	9606.ENSP00000162749	0	0	0	0	0.061	0.882	0.900	0.951	0.999
TNF	TRAF2	9606.ENSP00000398698	9606.ENSP00000247668	0	0	0	0	0.064	0.993	0.900	0.712	0.999
TNF	TRAF5	9606.ENSP00000398698	9606.ENSP00000261464	0	0	0	0	0	0	0	0.542	0.542
TNF	ZAP70	9606.ENSP00000398698	9606.ENSP00000264972	0	0	0	0	0.089	0.050	0	0.458	0.490
